scorer,,,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit
bodyparts,,,Snout,Snout,Spiracle,Spiracle,Pectoral Fin,Pectoral Fin,Tail,Tail
coords,,,x,y,x,y,x,y,x,y
labeled-data,IMG_9488,img010.png,347.98677928958983,780.4273733816414,340.3441952189285,737.847262130814,334.88520659702755,708.0047909977555,367.2752057536398,675.9787244159368
labeled-data,IMG_9488,img053.png,374.5538572495077,804.0829907432121,358.5408239585983,765.5061378151122,351.62610503752376,733.4800712332933,370.18666635198696,675.9787244159368
labeled-data,IMG_9488,img095.png,351.2621724627304,732.7522060837065,,,316.32464528256435,667.2443426208952,331.673412018445,608.3857649981338
labeled-data,IMG_9488,img128.png,350.85650225927265,699.6410500073406,325.38122202373495,667.2510508507283,291.8994251427425,631.9495910957689,299.9542449219749,571.1253104995229
labeled-data,IMG_9488,img136.png,354.40056015877155,694.4004292325692,327.9303695092556,660.3032344975995,290.67154021174565,627.1896055313923,304.98987650244953,570.5980859062294
labeled-data,IMG_9488,img180.png,370.6086010385528,659.983726643204,343.24111579074827,629.9243576005334,309.95897557692297,597.7273264533117,315.0306169886709,531.1104116117077
labeled-data,IMG_9488,img204.png,376.4226666025803,668.2746305689107,350.42783478407813,629.5589236051841,316.6898615728306,601.9048472025222,315.15936631162555,527.105559225593
labeled-data,IMG_9488,img260.png,421.7935671380036,718.3347985604794,,,342.45626583304323,633.9024412084116,335.54154691196874,552.7454770294843
labeled-data,IMG_9488,img620.png,521.7443417328055,671.2915212582465,499.98424623387456,706.5221520660396,467.8622004973573,752.1147331114189,393.2561587867367,764.5490733965222
labeled-data,IMG_9488,img636.png,520.7081467090469,660.9295710206602,504.1290263289091,689.9430316859016,469.9345905448746,730.3546376124876,404.65430404808154,739.6803928263151
labeled-data,IMG_9488,img673.png,,,,,507.2376114001849,693.0516167571773,434.4440801656682,689.9929348060957
