scorer,,,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit
bodyparts,,,Snout,Snout,Spiracle,Spiracle,Pectoral Fin,Pectoral Fin,Tail,Tail
coords,,,x,y,x,y,x,y,x,y
labeled-data,IMG_9475,img041.png,517.2881742499742,593.854220842266,434.3925723492846,538.9358845830592,295.5424391656295,524.4291542504386,297.6148292131467,433.24399215968003
labeled-data,IMG_9475,img112.png,514.1795891786984,607.3247561511282,431.28398727800874,552.4064198919212,291.397659070595,535.8272995117835,291.397659070595,445.67833244478345
labeled-data,IMG_9475,img174.png,521.4329543450087,597.9990009373005,432.3201823017673,541.0082746305764,286.2166839518019,522.3567642029213,296.5786341893881,438.4249672784731
labeled-data,IMG_9475,img256.png,515.215784202457,594.8904158660247,435.4287673730432,538.9358845830592,293.4700491181122,526.5015442979558,295.54243916562945,441.5335523497489
labeled-data,IMG_9475,img363.png,518.3243692737327,603.1799760560936,438.53735244431897,546.1892497493694,292.4338540943536,527.5377393217144,301.7596093081812,433.24399215968015
labeled-data,IMG_9475,img393.png,523.5053443925259,599.0351959610595,442.6821325393535,544.1168597018526,299.68721926066394,521.3205691791628,309.01297447449156,430.13540708840424
labeled-data,IMG_9475,img460.png,514.1795891786983,607.3247561511284,435.42876737304323,549.2978348206457,306.9405844269743,526.5015442979559,303.83199935569843,437.3887722547146
labeled-data,IMG_9475,img479.png,519.3605642974915,611.4695362461629,434.3925723492846,556.551199986956,289.3252690230778,537.8996895593008,303.83199935569843,446.7145274685422
labeled-data,IMG_9475,img514.png,515.2157842024569,614.5781213174387,436.4649623968018,556.551199986956,295.5424391656295,545.153054725611,300.7234142844226,437.3887722547146
labeled-data,IMG_9475,img547.png,517.2881742499742,623.9038765312663,448.8993026819053,567.9493452483009,324.5558998308709,518.2119841078869,331.8092649971812,458.11267272988704
labeled-data,IMG_9475,img581.png,575.315095580457,643.5915819826802,500.7090538698363,578.3112954858871,391.90857637518116,545.1530547256111,404.3429166602846,468.47462296747335
labeled-data,IMG_9475,img587.png,582.5684607467672,644.6277770064388,504.8538339648708,579.3474905096457,389.83618632766394,564.840760177025,407.4515017315605,472.6194030625078
labeled-data,IMG_9475,img601.png,573.2427055329397,636.3382168163699,499.67285884607765,576.2389054383698,382.5828211613536,557.5873950107147,399.1619415414915,468.47462296747335
labeled-data,IMG_9475,img618.png,538.0120747251466,638.4106068638871,462.36983799076734,578.3112954858871,336.9902401159743,553.4426149156801,356.67794556738806,466.402232919956
labeled-data,IMG_9475,img671.png,486.2023235372156,648.7725571014732,414.7048668978708,590.7456357709905,291.397659070595,576.2389054383697,314.19394959328463,484.01754832385257
labeled-data,IMG_9475,img692.png,495.52807875104315,644.6277770064387,422.99442708793975,590.7456357709905,297.6148292131467,565.8769552007835,312.1215595457674,479.8727682288181
labeled-data,IMG_9475,img719.png,495.52807875104315,646.700167053956,422.99442708793975,590.7456357709905,311.0853645220088,572.0941253433351,315.23014461704327,485.05374334761115
labeled-data,IMG_9475,img767.png,497.6004687985604,660.170702362818,,,295.5424391656295,591.781830794749,322.4835097833536,491.2709134901629
labeled-data,IMG_9475,img825.png,499.67285884607765,652.9173371965077,430.2477922542501,592.8180258185077,303.83199935569843,589.7094407472317,319.37492471207776,484.01754832385257
labeled-data,IMG_9475,img907.png,479.9851533946639,650.8449471489905,408.48769675531906,595.9266108897835,275.85473371421574,581.4198805571629,291.397659070595,487.12613339512836
