scorer,,,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit
bodyparts,,,Snout,Snout,Spiracle,Spiracle,Pectoral Fin,Pectoral Fin,Tail,Tail
coords,,,x,y,x,y,x,y,x,y
labeled-data,IMG_9483,img0002.png,475.3716446320819,446.49805598708423,434.46211237292795,491.49854147215353,340.3701881768739,560.3629207750627,223.7780212382852,565.8175250762831
labeled-data,IMG_9483,img0092.png,458.3260061907677,496.2713202357216,408.5527419421304,536.4990269572229,310.369864520161,603.3179296471744,206.73238279697108,609.4543594860475
labeled-data,IMG_9483,img0173.png,451.5077508142422,514.6806097523407,405.82543979152024,558.317444162105,322.6427241979072,618.3180914755308,193.09587204391977,628.5454745403192
labeled-data,IMG_9483,img0219.png,439.9167166741486,522.8625162041716,396.27988226438436,565.1356995386307,296.73335376710975,632.6364277662346,195.14134865687748,637.4092065298025
labeled-data,IMG_9483,img0265.png,431.05298468466515,516.7260863652984,377.87059274776504,561.0447463127152,301.5061325306777,623.7726957767514,177.41388467791077,636.0455554544976
labeled-data,IMG_9483,img0359.png,414.68917178100355,526.9534694300871,365.5977330700189,562.4083973880205,293.3242260788469,633.3182533038873,160.36824623659663,646.9547640569386
labeled-data,IMG_9483,img0406.png,423.55290377048686,535.8172014195704,377.18876721011236,576.7267336787243,282.4150174764058,642.1819852933706,169.23197822607995,650.3638917452014
labeled-data,IMG_9483,img0435.png,435.14393791058046,537.862678032528,384.68884812429064,579.4540358293345,300.82430699302506,646.272938519286,191.05039543096206,656.5003215840745
labeled-data,IMG_9483,img0554.png,428.32568253405475,546.0445844843589,389.46162688785853,586.9541167435128,283.77866855171095,652.4093683581591,170.5956293013851,663.3185769606001
labeled-data,IMG_9483,img0560.png,440.5985422118009,546.7264100220115,388.77980135020596,584.9086401305551,300.82430699302506,653.0911938958116,174.00475698964792,662.6367514229476
labeled-data,IMG_9483,img0603.png,444.68949543771635,555.5901420114948,401.0526610279521,592.4087210447333,302.8697836059828,656.5003215840745,187.6412677426992,668.7731812618206
labeled-data,IMG_9483,img0618.png,448.0986231259792,554.2264909361896,400.37083549029967,592.4087210447333,309.68803898250843,664.0004024982527,196.50499973218263,670.8186578747784
labeled-data,IMG_9483,img0658.png,439.91671667414846,552.8628398608843,390.8252779631638,593.7723721200383,296.73335376710975,657.8639726593794,189.00491881800437,667.4095301865154
labeled-data,IMG_9483,img0718.png,447.4167975883267,561.7265718503676,405.1436142538676,597.1814998083009,309.0062134448559,668.7731812618205,186.95944220504668,679.6823898642616
labeled-data,IMG_9483,img0860.png,446.7349720506741,549.4537121726214,,,322.6427241979072,655.1366705087692,182.86848897913129,671.5004834124309
labeled-data,IMG_9483,img0886.png,447.4167975883267,550.8173632479266,411.96186963039327,586.9541167435125,302.1879580683302,653.773019433464,191.73222096861463,662.6367514229476
labeled-data,IMG_9483,img0930.png,448.78044866363183,554.908316473842,404.46178871621504,595.8178487329958,303.55160914363535,660.5912748099896,200.595952958098,673.5459600253884
labeled-data,IMG_9483,img0957.png,453.5532274271998,564.4538740009779,420.82560161987664,603.3179296471741,339.00653710156877,664.0004024982526,204.68690618401337,683.0915175525244
labeled-data,IMG_9483,img1034.png,466.5079126425985,565.817525076283,423.5529037704869,603.3179296471741,325.3700263485175,676.9550877136513,225.14167231359033,685.8188197031346
labeled-data,IMG_9483,img1039.png,469.2352147932088,565.817525076283,424.2347293081395,606.7270573354369,317.18811989668666,677.6369132513038,221.73254462532753,683.0915175525244
