scorer,,,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit
bodyparts,,,Snout,Snout,Spiracle,Spiracle,Pectoral Fin,Pectoral Fin,Tail,Tail
coords,,,x,y,x,y,x,y,x,y
labeled-data,IMG_9471,img004.png,450.05296068304307,604.9185517700575,,,247.4832800854104,514.1404376433172,253.3670467417732,443.535237766964
labeled-data,IMG_9471,img022.png,463.5015701833007,592.3104803635655,387.0126036505847,532.6322757061716,,,261.77242767943426,420.00017114151285
labeled-data,IMG_9471,img060.png,478.63125587109073,583.0645613321383,403.8233655259069,530.1106614248733,273.5399609921598,505.7350567056561,285.3074943048854,416.63801876644845
labeled-data,IMG_9471,img118.png,,,,,,,272.7383549873773,420.8250363600565
labeled-data,IMG_9471,img136.png,483.55470621625454,589.4087924453246,395.298206370813,538.9765068193581,264.1742637432998,526.3684354128663,258.29049708693697,417.9390213170381
labeled-data,IMG_9471,img193.png,,,406.2252015897724,528.8900496941646,262.4931875557676,499.4712164123508,283.5066398999203,430.5470927235296
labeled-data,IMG_9471,img206.png,505.4086966541734,586.887178164026,410.42789205860294,538.9765068193578,274.2607208684931,510.3982116313101,266.6958780245981,415.41740703573964
labeled-data,IMG_9471,img273.png,483.55470621625454,596.9736352892193,407.0657396835385,528.8900496941644,275.9417970560253,505.35498306871347,289.3904065562831,425.50386416093295
labeled-data,IMG_9471,img371.png,484.39524431002064,599.4952495705176,417.15219680873184,530.5711258816967,281.8255637123881,511.2387497250762,287.70933036875084,432.22816891106186
labeled-data,IMG_9471,img418.png,481.03309193495625,592.7709448203888,417.15219680873184,530.5711258816967,280.1444875248559,508.71713544377803,278.4634113373237,414.57686894197366
labeled-data,IMG_9471,img422.png,484.39524431002076,597.8141733829857,412.94950633990135,529.7305877879307,284.34717799368644,501.152292599883,275.94179705602534,414.57686894197366
labeled-data,IMG_9471,img436.png,480.19255384119015,596.1330971954535,417.1521968087319,531.411663975463,280.985025618622,508.71713544377803,280.985025618622,421.3011736921027
labeled-data,IMG_9471,img471.png,476.8304014661257,600.3357876642842,412.1089682461352,530.5711258816971,291.9120208375814,515.441440193907,280.985025618622,427.18494034846543
labeled-data,IMG_9471,img552.png,491.96008715391565,591.930406726623,428.0791920276913,528.0495116003987,287.7093303687509,504.5144449749476,289.3904065562831,421.3011736921027
labeled-data,IMG_9471,img608.png,488.5979347788512,596.1330971954536,428.0791920276913,525.5278973191004,290.2309446500492,508.7171354437781,288.549868462517,422.9822498796349
labeled-data,IMG_9471,img640.png,472.62771099729514,598.6547114767519,415.47112062119965,535.6143544442937,277.62287324355754,515.441440193907,277.62287324355754,427.1849403484654
labeled-data,IMG_9471,img666.png,452.45479674690847,607.9006305081791,391.0955159019824,542.3386591944225,260.8121113682353,523.006283037802,257.44995899317087,441.4740879424893
labeled-data,IMG_9471,img793.png,453.29533484067457,613.7843971645418,398.66035874587743,554.1061925071481,259.9715732744692,525.5278973191002,260.8121113682353,445.6767784113198
labeled-data,IMG_9471,img819.png,454.9764110282069,623.0303161959695,391.9360539957486,554.1061925071483,260.8121113682354,534.7738163505276,251.56619233680814,443.15516413002166
