scorer,,,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit
bodyparts,,,Snout,Snout,Spiracle,Spiracle,Pectoral Fin,Pectoral Fin,Tail,Tail
coords,,,x,y,x,y,x,y,x,y
labeled-data,IMG_9478,img014.png,478.2507074808998,575.9471953503975,399.1589451132022,507.76464158514085,290.7486846264443,492.76447975678445,300.6057165952615,405.47394654965154
labeled-data,IMG_9478,img063.png,462.1883872264026,564.8538389205568,381.0511482457473,499.3985873059105,279.459143135515,483.03477440224896,268.54993453307395,380.7609437543641
labeled-data,IMG_9478,img106.png,460.82473615109745,562.808362307599,387.1875780846203,501.4440639188682,276.73184098490475,486.44390209051176,266.50445792011624,375.9881649907962
labeled-data,IMG_9478,img264.png,462.1883872264026,552.5809792428106,385.8239270093152,504.85319160713107,272.6408877589894,471.44374026215536,293.0956538885663,390.30650128150006
labeled-data,IMG_9478,img310.png,418.5515528166384,618.0362308574569,369.46011410565364,540.3081195650644,284.231921899083,503.4895405318259,340.14161598659337,391.6701523568052
labeled-data,IMG_9478,img340.png,410.3696463648075,660.309414191916,353.0963012019921,577.8085241359557,284.91374743673555,508.9441448330466,352.41447566433953,407.35213972281434
labeled-data,IMG_9478,img368.png,411.7332974401127,609.1724988679736,364.6873353420857,530.7625620379285,290.3683517379561,469.3982636491977,349.68717351372925,363.71530531305007
labeled-data,IMG_9478,img372.png,415.1424251283756,607.127022255016,361.9600331914754,522.5806555860978,292.4138283509138,461.2163571973669,343.5507436748562,365.07895638835515
labeled-data,IMG_9478,img401.png,400.1422633000191,590.0813838137018,353.0963012019921,506.21684268243627,281.5046197484727,444.1707187560528,333.3233606100677,350.7606200976513
labeled-data,IMG_9478,img451.png,391.9603568481883,598.9451158031851,344.9143947501613,522.5806555860978,273.32271329664195,453.71627628318873,324.45962862058434,367.80625853896544
labeled-data,IMG_9478,img485.png,391.9603568481883,597.58146472788,345.5962202878139,530.7625620379285,276.0500154472522,461.8981827350195,323.77780308293177,353.48792224826155
labeled-data,IMG_9478,img583.png,387.8694036222729,600.3087668784902,339.4597904489408,525.9897832743605,267.18628345776887,462.58000827267205,322.4141520076266,354.8515733235667
labeled-data,IMG_9478,img656.png,387.1875780846204,598.9451158031851,334.6870116853728,524.6261321990555,259.00437700593807,471.4437402621554,326.50510523354205,362.351654237745
labeled-data,IMG_9478,img734.png,254.23159824237007,550.535502629853,,,,,541.9619751317528,470.08008918685033
labeled-data,IMG_9478,img768.png,238.54961087636107,562.1265367699466,362.641858729128,562.8083623075993,,,586.0209946507198,648.7086842409618
labeled-data,IMG_9478,img787.png,229.6605559596523,604.3215249026694,,,428.75361295420146,587.957711999008,610.0052720074192,671.5681835587482
labeled-data,IMG_9478,img799.png,208.99779781283334,604.2155070144379,311.58110516493673,594.8897518006104,,,584.1003964134537,662.2424283449207
labeled-data,IMG_9478,img832.png,165.63224193071068,519.6640036920597,230.40566800770438,524.4367824556276,402.9075290338035,548.9825018111198,455.408095433051,613.7559278881135
labeled-data,IMG_9478,img841.png,,,207.22359972751718,513.5275738531867,400.86205242084577,527.1640846062377,432.9078526905164,598.0739405221045
labeled-data,IMG_9478,img903.png,188.13248467324536,402.3900112158185,216.0873317170005,431.02668379722616,381.77093736657395,428.2993816466158,411.0894354856342,510.11844616492397
