1000, 0.02655, 0.005
2000, 0.01890, 0.005
3000, 0.01679, 0.005
4000, 0.01433, 0.005
5000, 0.01406, 0.005
6000, 0.01256, 0.005
7000, 0.01209, 0.005
8000, 0.01178, 0.005
9000, 0.01127, 0.005
10000, 0.01067, 0.005
11000, 0.01288, 0.02
12000, 0.01152, 0.02
13000, 0.01058, 0.02
14000, 0.00978, 0.02
15000, 0.00924, 0.02
16000, 0.00879, 0.02
17000, 0.00867, 0.02
18000, 0.00860, 0.02
19000, 0.00826, 0.02
20000, 0.00827, 0.02
21000, 0.00791, 0.02
22000, 0.00756, 0.02
23000, 0.00732, 0.02
24000, 0.00749, 0.02
25000, 0.00701, 0.02
26000, 0.00702, 0.02
27000, 0.00709, 0.02
28000, 0.00678, 0.02
29000, 0.00643, 0.02
30000, 0.00638, 0.02
31000, 0.00635, 0.02
32000, 0.00618, 0.02
33000, 0.00627, 0.02
34000, 0.00632, 0.02
35000, 0.00614, 0.02
36000, 0.00594, 0.02
37000, 0.00568, 0.02
38000, 0.00570, 0.02
39000, 0.00581, 0.02
40000, 0.00564, 0.02
41000, 0.00561, 0.02
42000, 0.00564, 0.02
43000, 0.00547, 0.02
44000, 0.00557, 0.02
45000, 0.00537, 0.02
46000, 0.00548, 0.02
47000, 0.00535, 0.02
48000, 0.00542, 0.02
49000, 0.00509, 0.02
50000, 0.00553, 0.02
51000, 0.00529, 0.02
52000, 0.00505, 0.02
53000, 0.00509, 0.02
54000, 0.00482, 0.02
55000, 0.00510, 0.02
56000, 0.00473, 0.02
57000, 0.00475, 0.02
58000, 0.00485, 0.02
59000, 0.00475, 0.02
60000, 0.00482, 0.02
61000, 0.00465, 0.02
62000, 0.00475, 0.02
63000, 0.00464, 0.02
64000, 0.00454, 0.02
65000, 0.00468, 0.02
66000, 0.00459, 0.02
67000, 0.00467, 0.02
68000, 0.00459, 0.02
69000, 0.00446, 0.02
70000, 0.00459, 0.02
71000, 0.00451, 0.02
72000, 0.00445, 0.02
73000, 0.00428, 0.02
74000, 0.00439, 0.02
75000, 0.00451, 0.02
76000, 0.00427, 0.02
77000, 0.00416, 0.02
78000, 0.00452, 0.02
79000, 0.00417, 0.02
80000, 0.00438, 0.02
81000, 0.00427, 0.02
82000, 0.00424, 0.02
83000, 0.00413, 0.02
84000, 0.00417, 0.02
85000, 0.00412, 0.02
86000, 0.00405, 0.02
87000, 0.00408, 0.02
88000, 0.00410, 0.02
89000, 0.00396, 0.02
90000, 0.00403, 0.02
91000, 0.00399, 0.02
92000, 0.00411, 0.02
93000, 0.00389, 0.02
94000, 0.00394, 0.02
95000, 0.00385, 0.02
96000, 0.00389, 0.02
97000, 0.00384, 0.02
98000, 0.00395, 0.02
99000, 0.00390, 0.02
100000, 0.00386, 0.02
101000, 0.00384, 0.02
102000, 0.00401, 0.02
103000, 0.00385, 0.02
104000, 0.00383, 0.02
105000, 0.00373, 0.02
106000, 0.00379, 0.02
107000, 0.00379, 0.02
108000, 0.00374, 0.02
109000, 0.00375, 0.02
110000, 0.00368, 0.02
111000, 0.00368, 0.02
112000, 0.00365, 0.02
113000, 0.00373, 0.02
114000, 0.00373, 0.02
115000, 0.00358, 0.02
116000, 0.00365, 0.02
117000, 0.00375, 0.02
118000, 0.00354, 0.02
119000, 0.00355, 0.02
120000, 0.00380, 0.02
121000, 0.00374, 0.02
122000, 0.00359, 0.02
123000, 0.00379, 0.02
124000, 0.00368, 0.02
125000, 0.00359, 0.02
126000, 0.00345, 0.02
127000, 0.00344, 0.02
128000, 0.00343, 0.02
129000, 0.00348, 0.02
130000, 0.00348, 0.02
131000, 0.00340, 0.02
132000, 0.00354, 0.02
133000, 0.00346, 0.02
134000, 0.00338, 0.02
135000, 0.00360, 0.02
136000, 0.00350, 0.02
137000, 0.00338, 0.02
138000, 0.00323, 0.02
139000, 0.00340, 0.02
140000, 0.00344, 0.02
141000, 0.00347, 0.02
142000, 0.00324, 0.02
143000, 0.00345, 0.02
144000, 0.00329, 0.02
145000, 0.00334, 0.02
146000, 0.00328, 0.02
147000, 0.00327, 0.02
148000, 0.00330, 0.02
149000, 0.00328, 0.02
150000, 0.00336, 0.02
151000, 0.00320, 0.02
152000, 0.00329, 0.02
153000, 0.00331, 0.02
154000, 0.00321, 0.02
155000, 0.00330, 0.02
156000, 0.00315, 0.02
157000, 0.00317, 0.02
158000, 0.00331, 0.02
159000, 0.00329, 0.02
160000, 0.00324, 0.02
161000, 0.00320, 0.02
162000, 0.00315, 0.02
163000, 0.00315, 0.02
164000, 0.00305, 0.02
165000, 0.00312, 0.02
166000, 0.00318, 0.02
167000, 0.00307, 0.02
168000, 0.00323, 0.02
169000, 0.00317, 0.02
170000, 0.00323, 0.02
171000, 0.00310, 0.02
172000, 0.00324, 0.02
173000, 0.00310, 0.02
174000, 0.00313, 0.02
175000, 0.00316, 0.02
176000, 0.00317, 0.02
177000, 0.00302, 0.02
178000, 0.00309, 0.02
179000, 0.00315, 0.02
180000, 0.00316, 0.02
181000, 0.00288, 0.02
182000, 0.00304, 0.02
183000, 0.00303, 0.02
184000, 0.00294, 0.02
185000, 0.00304, 0.02
186000, 0.00299, 0.02
187000, 0.00302, 0.02
188000, 0.00311, 0.02
189000, 0.00298, 0.02
190000, 0.00291, 0.02
191000, 0.00289, 0.02
192000, 0.00298, 0.02
193000, 0.00295, 0.02
194000, 0.00297, 0.02
195000, 0.00293, 0.02
196000, 0.00279, 0.02
197000, 0.00291, 0.02
198000, 0.00302, 0.02
199000, 0.00279, 0.02
200000, 0.00300, 0.02
