scorer,,,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit
bodyparts,,,Snout,Snout,Spiracle,Spiracle,Pectoral Fin,Pectoral Fin,Tail,Tail
coords,,,x,y,x,y,x,y,x,y
labeled-data,IMG_9468,img032.png,472.6812835012267,749.0112471436752,386.1058598433173,670.8412044234269,257.5035314971025,636.3791425790164,277.6764457474891,516.1821951704626
labeled-data,IMG_9468,img053.png,509.6649596269355,702.7816519865391,432.3354550004534,622.0899949849926,300.37097427917405,576.7009379216227,324.74657899839127,480.03905713852
labeled-data,IMG_9468,img068.png,469.31913112616223,638.9007568603148,384.4247836557851,559.0496379525343,239.85223152801416,531.3118808582527,279.35752193502134,424.5635429499567
labeled-data,IMG_9468,img156.png,479.40558825135554,743.1274804873125,398.713931249809,659.9142092044676,280.19806002878744,619.5683807036943,293.6466695290452,511.97950470163215
labeled-data,IMG_9468,img177.png,471.8407454074606,730.5194090808209,398.713931249809,651.5088282668064,267.5899886222958,627.9737616413553,293.6466695290452,515.3416570766965
labeled-data,IMG_9468,img224.png,475.202897782525,722.9545662369258,400.3950074373412,647.3061377979758,270.95214099736023,617.0467664223959,303.7331266542385,522.9064999205915
labeled-data,IMG_9468,img312.png,469.31913112616223,740.6058662060142,385.2653217495512,659.9142092044676,263.3872981534652,626.2926854538232,270.11160290359413,511.13896660786605
labeled-data,IMG_9468,img385.png,460.9137501885011,743.9680185810787,381.06263128072067,663.276361579532,250.77922674697356,643.9439854229115,281.03859812255354,511.13896660786605
labeled-data,IMG_9468,img400.png,461.7542882822672,746.489632862377,381.90316937448677,665.7979758608303,251.61976484073966,631.3359140164198,301.2115123729402,505.2551999515033
labeled-data,IMG_9468,img469.png,445.78406450071117,748.1707090499092,402.91662171863953,666.6385139545964,235.6495410591836,623.7710711725249,257.5035314971025,510.29842851409995
labeled-data,IMG_9468,img582.png,423.9300740627923,746.489632862377,349.9627218113746,672.5222806109592,194.46317446464417,612.8440759535654,247.4170743719091,489.2849761699472
labeled-data,IMG_9468,img603.png,425.6111502503245,748.1707090499092,344.0789551550118,670.0006663296609,200.34694112100698,603.5981569221382,254.98191721580412,536.3551094208494
labeled-data,IMG_9468,img727.png,426.4516883440906,801.9651470509402,381.90316937448677,704.4627281740713,266.7494505285297,495.16874282630994,,
labeled-data,IMG_9468,img739.png,400.3950074373412,831.3839803327542,391.149088405914,719.5924138618614,344.91949324877794,644.7845235166776,435.69760737551786,569.1360950777276
labeled-data,IMG_9468,img769.png,302.8925885604724,723.795104330692,370.13563606176126,628.8142997351215,365.09240749916455,502.73358567020495,502.94065487680666,427.92569532502114
labeled-data,IMG_9468,img779.png,292.8061314352791,701.100575799007,357.52756465526954,604.4386950159043,391.9896264996801,455.66345241930276,533.2000262523866,397.66632394944116
labeled-data,IMG_9468,img814.png,217.15770299632916,665.7979758608303,302.0520504667063,583.4252426717516,427.29222643785675,480.8795952322861,600.4430737536754,449.77968576294
labeled-data,IMG_9468,img832.png,180.1740268706203,679.2465853610881,278.5169838412552,601.0765426408399,415.5246931251312,485.92282379488273,588.6755404409498,508.6173523265677
labeled-data,IMG_9468,img838.png,173.44972212049143,685.1303520174508,276.83590765372304,599.3954664533076,404.5976979061718,492.6471285450116,567.6620880967972,532.1524189520187
labeled-data,IMG_9468,img874.png,125.53905077582316,670.8412044234269,224.7225458402242,616.2062283286298,410.4814645625346,557.368561765002,543.28648337758,606.1197712034365
