scorer,,,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit
bodyparts,,,Snout,Snout,Spiracle,Spiracle,Pectoral Fin,Pectoral Fin,Tail,Tail
coords,,,x,y,x,y,x,y,x,y
labeled-data,IMG_9493,img040.png,222.18105962291776,612.1383407978763,280.807701596561,575.0818784183093,353.8658934668731,551.2705125569784,445.9123410499694,544.4522571804528
labeled-data,IMG_9493,img051.png,229.0918200764536,611.9529854080566,286.3651652392691,576.4980574501234,365.4569276069667,552.6341636322835,445.9123410499694,549.2250359440208
labeled-data,IMG_9493,img103.png,243.4101563671574,619.4530663222348,300.0016759923204,583.9981383643013,370.22970637053464,562.8615466970718,447.95781766292714,558.7705934711564
labeled-data,IMG_9493,img147.png,224.3190413128856,618.7712407845822,278.86508432509083,584.6799639019539,358.638672230441,559.452419008809,435.68495798518086,559.452419008809
labeled-data,IMG_9493,img161.png,218.86443701166507,622.8621940104977,273.41048002387026,588.0890915902168,348.4112891656525,564.9070233100296,426.8212259956975,559.452419008809
labeled-data,IMG_9493,img195.png,203.18244964565602,628.9986238493708,261.1376203461241,592.8618703537846,338.18390610086396,570.3616276112499,415.9120173932565,566.9524999229873
labeled-data,IMG_9493,img272.png,215.45530932340222,633.7714026129387,272.7286544862177,598.9983001926579,346.3658125526948,578.5435340630809,420.6847961568244,583.3163128266489
labeled-data,IMG_9493,img332.png,207.27340287157142,642.6351346024219,259.0921437331664,612.6348109457092,339.5475571761691,588.0890915902169,422.04844723212955,588.0890915902169
labeled-data,IMG_9493,img354.png,201.8187985703509,652.1806921295579,258.4103181955138,611.9529854080566,335.4566039502538,589.4527426655219,409.77558755438343,592.8618703537846
labeled-data,IMG_9493,img414.png,211.36435609748685,656.953470893126,256.3648415825562,619.4530663222348,334.09295287494865,592.8618703537846,417.27566846856166,597.6346491173526
labeled-data,IMG_9493,img458.png,216.81896039870736,655.5898198178207,266.59222464734466,616.7257641716244,333.4111273372961,598.3164746550051,424.09392384508726,599.6801257303102
labeled-data,IMG_9493,img480.png,211.36435609748685,653.5443432048631,274.7741310991754,617.407589709277,352.50224239156785,595.5891725043949,421.366621694477,597.6346491173528
labeled-data,IMG_9493,img522.png,221.5917391622753,658.9989475060836,267.27405018499724,616.043938633972,366.13875314461916,598.3164746550053,436.36678352283343,601.0437768056156
labeled-data,IMG_9493,img572.png,246.13745851776767,663.7717262696516,289.77429292753186,624.9076706234554,366.82057868227173,603.7710789562258,443.8668644370116,605.8165555691835
labeled-data,IMG_9493,img628.png,243.4101563671574,658.317121968431,300.6835015299729,616.043938633972,383.8662171235859,598.9983001926578,452.730596426495,598.3164746550053
labeled-data,IMG_9493,img650.png,241.3646797541997,648.0897389036426,295.2288972287524,614.6802875586668,382.50256604828076,593.5436958914373,452.730596426495,592.8618703537848
labeled-data,IMG_9493,img743.png,235.91007545297919,645.3624367530323,291.8197695404896,606.4983811068361,369.547880832882,591.4982192784796,454.09424750180017,589.4527426655219
labeled-data,IMG_9493,img749.png,231.13729668941122,641.2714835271169,290.45611846518443,609.9075087950989,380.45708943532304,588.7709171278694,442.5032133617065,590.816393740827
labeled-data,IMG_9493,img766.png,233.1827733023689,645.3624367530322,296.5925483040575,609.2256832574463,385.9116937365436,591.4982192784797,448.6396432005797,593.5436958914372
labeled-data,IMG_9493,img901.png,263.8649224967344,639.9078324518117,302.72897814293066,607.8620321821411,396.8209023389847,581.9526617513436,461.59432841597845,588.7709171278693
