scorer,,,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit
bodyparts,,,Snout,Snout,Spiracle,Spiracle,Pectoral Fin,Pectoral Fin,Tail,Tail
coords,,,x,y,x,y,x,y,x,y
labeled-data,IMG_9476,img003.png,473.87101120285524,575.7220886278567,395.70096848260704,514.3628077829306,267.0986401363922,498.3925840013746,293.1553210431416,411.8171603434653
labeled-data,IMG_9476,img023.png,499.92769210960466,589.1706981281144,431.8441065145498,527.8114172831885,304.082316262101,516.0438839704628,317.5309257623588,417.700926999828
labeled-data,IMG_9476,img035.png,513.3763016098625,596.7355409720095,442.7711017335092,537.0573363146157,311.647159105996,522.7681887205918,329.29845907508434,424.42523174995694
labeled-data,IMG_9476,img043.png,514.2168397036286,599.2571552533078,445.2927160148075,538.7384125021479,307.4444686371654,532.8546458457851,331.82007335638264,431.1495365000858
labeled-data,IMG_9476,img112.png,513.3763016098625,611.8652266597994,441.090025545977,548.8248696273412,309.12554482469767,532.8546458457851,331.82007335638264,436.19276506268244
labeled-data,IMG_9476,img178.png,493.2033873594758,609.3436123785011,415.8738827329937,546.3032553460429,288.1120924805449,530.3330315644869,320.89307813742323,426.10630793748925
labeled-data,IMG_9476,img250.png,494.04392545324197,607.6625361909691,422.59818748312256,550.5059458148736,291.4742448556094,530.3330315644869,317.53092576235883,424.42523174995705
labeled-data,IMG_9476,img285.png,483.95746832804866,609.3436123785013,415.0333446392276,547.1437934398091,283.9094020117144,526.9708791894225,309.9660829184638,430.3089984063198
labeled-data,IMG_9476,img387.png,477.23316357791975,609.3436123785013,403.26581132650205,549.6654077211075,283.9094020117144,531.173569658253,290.63370676184326,416.01985081229594
labeled-data,IMG_9476,img398.png,464.62509217142804,604.3003838159046,388.9766637324782,545.4627172522769,259.5337972924972,535.3762601270836,282.22832582418215,424.42523174995705
labeled-data,IMG_9476,img441.png,447.8143302961058,612.7057647535657,375.52805423222037,555.5491743774702,251.96895444860218,534.5357220333175,272.98240679275494,430.3089984063198
labeled-data,IMG_9476,img485.png,436.8873350771464,568.997783877728,362.91998282572877,510.16011731410026,233.47711638574776,502.59527447020525,259.5337972924972,394.1658603743771
labeled-data,IMG_9476,img512.png,455.37917314000083,590.8517743156469,383.0928970761154,527.8114172831886,256.17164491743273,516.8844220642292,280.54724963664995,414.3387746247637
labeled-data,IMG_9476,img583.png,435.2062588896142,576.562626721623,353.67406379430156,519.4060363455275,233.47711638574776,501.75473637643915,255.33110682366663,400.890165124506
labeled-data,IMG_9476,img606.png,436.8873350771464,580.7653171904535,362.91998282572877,519.4060363455275,237.67980685457832,518.5654982517614,262.0554115737955,405.0928555933365
labeled-data,IMG_9476,img666.png,443.6116398272753,590.8517743156469,373.0064399509221,519.4060363455275,244.4041116047072,519.4060363455275,270.4607925114566,408.45500796840093
labeled-data,IMG_9476,img713.png,441.9305636397431,593.3733885969452,367.9632113883254,527.8114172831886,247.76626397977162,519.4060363455275,266.2581020426261,409.29554606216703
labeled-data,IMG_9476,img800.png,444.4521779210414,599.2571552533079,367.9632113883254,542.1005648772125,251.12841635483608,532.8546458457853,267.0986401363922,416.01985081229594
labeled-data,IMG_9476,img850.png,451.17648267117033,600.097693347074,379.730744701051,542.1005648772125,253.65003063613437,532.8546458457853,265.41756394885994,415.1793127185298
labeled-data,IMG_9476,img894.png,463.78455407766194,612.7057647535657,391.4982780137765,550.5059458148736,262.8959496675616,532.0141077520191,281.387787730416,440.3954555315131
