scorer,,,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit
bodyparts,,,Snout,Snout,Spiracle,Spiracle,Pectoral Fin,Pectoral Fin,Tail,Tail
coords,,,x,y,x,y,x,y,x,y
labeled-data,IMG_9467,img000.png,,,261.3790270607068,533.002849201171,139.32611642211998,506.67771161245616,211.12194620952403,396.5907726051033
labeled-data,IMG_9467,img033.png,,,321.20888521687687,564.1143754423794,203.9423632307836,525.8232662224306,275.73819301818764,420.5227158675714
labeled-data,IMG_9467,img054.png,421.7230469192425,667.0217314709918,359.49999443682566,602.4054846623281,249.41305542947282,547.3620151586517,316.4224965643832,456.4206307612734
labeled-data,IMG_9467,img089.png,443.2617958554637,698.1332577122001,373.8591603943064,623.9442335985493,266.16541571320045,583.2599300523538,330.78166252186406,473.1729910450009
labeled-data,IMG_9467,img142.png,438.47540720297,698.1332577122001,376.2523547205533,628.730622251043,266.16541571320045,578.4735413998602,325.9952738693704,477.95937969749457
labeled-data,IMG_9467,img181.png,416.93665826674885,702.9196463646938,357.1068001105789,633.5170109035365,230.26750081949842,628.730622251043,316.4224965643832,487.53215700248177
labeled-data,IMG_9467,img219.png,407.36388096176165,700.5264520384469,342.74763415309803,626.3374279247961,230.26750081949842,595.2259016835877,297.2769419544088,485.1389626762349
labeled-data,IMG_9467,img228.png,397.79110365677445,695.7400633859534,335.56805117435766,628.7306222510429,223.08791784075805,592.832707357341,294.883747628162,494.71173998122214
labeled-data,IMG_9467,img302.png,412.15026961425525,712.4924236696809,342.747634153098,640.6965938822768,194.36958592579646,638.3033995560302,294.883747628162,501.89132295996257
labeled-data,IMG_9467,img311.png,400.18429798302117,712.4924236696809,337.96124550060443,640.6965938822768,239.84027812448568,604.7986789885749,297.27694195440887,499.4981286337157
labeled-data,IMG_9467,img318.png,407.3638809617616,705.3128406909404,337.96124550060443,640.6965938822768,247.01986110322605,590.4395130310941,304.45652493314924,513.8572945911965
labeled-data,IMG_9467,img378.png,462.40735046543796,753.1767272158766,385.82513202554037,671.8081201234854,261.3790270607068,638.3033995560302,287.7041646494216,533.0028492011709
labeled-data,IMG_9467,img432.png,450.441378834204,743.6039499108892,381.0387433730468,664.628537144745,227.87430649325165,667.0217314709917,280.5245816706812,530.6096548749242
labeled-data,IMG_9467,img496.png,450.441378834204,738.8175612583957,376.25235472055317,669.4149257972385,247.019861103226,638.3033995560302,275.7381930181876,533.002849201171
labeled-data,IMG_9467,img533.png,452.8345731604508,748.390338563383,378.6455490468,669.4149257972385,239.84027812448556,657.4489541660046,270.95180436569393,533.002849201171
labeled-data,IMG_9467,img571.png,445.6549901817104,743.6039499108894,376.2523547205532,669.4149257972385,235.05388947199202,676.594508775979,268.55861003944716,537.7892378536646
labeled-data,IMG_9467,img582.png,448.04818450795716,748.390338563383,373.85916039430634,674.2013144497322,251.80624975571953,643.0897882085238,290.0973589756683,561.7211811161326
labeled-data,IMG_9467,img651.png,440.86860152921673,750.7835328896298,373.85916039430634,676.594508775979,237.4470837982388,659.8421484922513,258.98583273445996,533.002849201171
labeled-data,IMG_9467,img858.png,440.86860152921685,750.7835328896298,369.0727717418128,683.7740917547194,239.84027812448556,647.8761768610174,258.98583273445996,542.5756265061582
labeled-data,IMG_9467,img894.png,443.2617958554635,743.6039499108894,376.2523547205531,667.0217314709918,256.5926384082131,638.3033995560302,266.1654157132003,528.2164605486774
