scorer,,,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit
bodyparts,,,Snout,Snout,Spiracle,Spiracle,Pectoral Fin,Pectoral Fin,Tail,Tail
coords,,,x,y,x,y,x,y,x,y
labeled-data,IMG_9492,img006.png,272.7105362751371,559.8513658004548,317.2590552447409,537.1568372687698,379.458874183433,516.9839230183829,450.06407405978626,523.708227768513
labeled-data,IMG_9492,img018.png,268.5078458063065,560.6919038942208,317.2590552447409,533.7946848937053,374.4156456208364,511.94069445578646,454.2667645286169,524.5487658622781
labeled-data,IMG_9492,img050.png,267.6673077125404,565.7351324568175,318.9401314322731,540.5189896438342,385.3426408397958,522.0271515809798,445.0208454971896,527.0703801435766
labeled-data,IMG_9492,img084.png,269.3483839000726,573.2999753007125,317.25905524474086,549.7649086752615,382.82102655849746,527.9109182373426,439.1370788408268,534.6352229874715
labeled-data,IMG_9492,img119.png,264.3051553374759,583.3864324259058,311.37528858837806,556.4892134253903,388.7047932148602,532.9541467999393,441.65869312212516,543.8811420188987
labeled-data,IMG_9492,img139.png,268.5078458063065,588.4296609885025,315.5779790572086,556.4892134253904,378.6183360896669,539.6784515500682,439.1370788408268,548.924370581496
labeled-data,IMG_9492,img205.png,242.45116489955706,579.1837419570757,282.79699340033034,551.445984862794,355.92380755798195,534.6352229874711,411.3993217465452,542.2000658313659
labeled-data,IMG_9492,img234.png,244.97277918085538,584.2269705196717,290.36183624422534,558.1702896129223,359.28595993304634,537.9973753625364,413.0803979340774,544.7216801126654
labeled-data,IMG_9492,img289.png,239.0890125244926,583.3864324259063,283.63753149409644,559.010827706689,345.83735043278864,539.6784515500678,406.35609318394853,545.5622182064305
labeled-data,IMG_9492,img303.png,237.4079363369604,583.3864324259057,284.47806958786254,559.0108277066885,355.92380755798195,538.8379134563017,415.6020122153758,546.4027563001966
labeled-data,IMG_9492,img369.png,234.04578396189598,585.0675086134379,279.43484102526594,562.3729800817529,358.44542183928036,541.3595277376,408.877707465247,546.4027563001966
labeled-data,IMG_9492,img421.png,229.84309349306542,583.3864324259057,276.9132267439676,554.8081372378579,346.67788852655474,537.9973753625355,402.9939408088842,543.0406039251321
labeled-data,IMG_9492,img478.png,229.84309349306542,592.6323514573329,273.5510743689032,568.2567467381159,347.51842662032084,548.083832487729,399.6317884338197,555.6486753316238
labeled-data,IMG_9492,img550.png,223.95932683670267,595.1539657386313,271.02946008760483,569.0972848318819,345.83735043278864,548.924370581495,400.4723265275858,553.1270610503256
labeled-data,IMG_9492,img580.png,227.3214792117671,596.8350419261635,273.55107436890313,572.4594372069463,340.794121870192,552.2865229565596,402.99394080888413,556.48921342539
labeled-data,IMG_9492,img680.png,238.24847443072653,602.7188085825263,285.3186076816287,577.5026657695429,349.1995028078531,557.3297515191563,407.19663127771463,563.2135181755189
labeled-data,IMG_9492,img739.png,232.36470777436372,606.0809609575907,277.7537648377337,573.2999753007123,348.35896471408694,559.0108277066885,404.67501699641633,562.3729800817528
labeled-data,IMG_9492,img761.png,227.32147921176707,602.7188085825263,274.39161246266923,577.502665769543,344.9968123390225,555.648675331624,400.4723265275858,564.894594363051
labeled-data,IMG_9492,img834.png,233.20524586812982,599.356656207462,286.99968066276256,575.8215895820114,347.5184234139225,557.3297515191568,414.76147091521136,563.2135181755197
labeled-data,IMG_9492,img850.png,236.56739503679594,600.1971943012283,283.6375282876981,574.140513394479,350.8805757889869,561.5324419879875,410.55878044638075,564.8945943630519
