scorer,,,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit
bodyparts,,,Snout,Snout,Spiracle,Spiracle,Pectoral Fin,Pectoral Fin,Tail,Tail
coords,,,x,y,x,y,x,y,x,y
labeled-data,IMG_9490,img0133.png,138.62159228818427,283.6585014763348,157.5196958153546,275.0684544185301,185.12852129821047,269.0808117371535,230.8150949373983,275.13201354366856
labeled-data,IMG_9490,img0536.png,137.3240270267424,288.14209742767554,153.66227190433275,276.34225390497147,192.3899634660284,272.7115328210626,231.72277520837554,278.157614446926
labeled-data,IMG_9490,img0808.png,125.82674359436402,266.35777092422177,145.49314946553758,253.95280722086616,183.91828093690748,251.22976640793428,228.3946142147923,253.3476870402145
labeled-data,IMG_9490,img1038.png,124.91906332338675,261.2142493886839,145.7957095558633,249.71696595630556,179.68243967234696,245.48112469174515,229.3022944857695,247.90160541435117
labeled-data,IMG_9490,img1473.png,142.46754856228006,245.1785646014194,169.39539660127156,234.891521530344,202.67700653710375,234.28640134969254,233.53813575032996,240.03504306588172
labeled-data,IMG_9490,img1858.png,138.2317072977196,259.3988888467295,160.01603380117342,245.17856460141942,196.02068454993733,242.15296369816193,234.14325593098147,248.2041655046769
labeled-data,IMG_9490,img2353.png,128.5497844072957,265.7526507435702,152.45203154302973,252.4400067692373,186.64132174983916,251.22976640793436,225.06645322120906,257.28096821444933
labeled-data,IMG_9490,img2591.png,87.09905203266834,286.0241767953952,111.60641934905387,273.0140929113881,144.88802928488604,271.80385255008514,180.89268003364998,276.03969381464566
labeled-data,IMG_9490,img3227.png,108.27825835547065,289.95745796962996,133.6933059428334,276.9473740856228,161.8313943431279,276.64481399529706,202.07188635645227,281.1832153501833
labeled-data,IMG_9490,img3697.png,96.78097492309226,293.28561896321315,121.59090232980353,282.0908956211605,156.6878728075902,279.06529471790304,188.45668229179364,283.60369607278926
labeled-data,IMG_9490,img4477.png,89.82209284560007,295.4035395954934,112.51409962003112,283.60369607278926,139.74450774934834,279.3678548082288,173.63123786583205,287.2344171566982
labeled-data,IMG_9490,img4741.png,90.12465293592581,297.5214602277736,113.1192198006826,287.2344171566982,139.4419476590226,286.0241767953952,179.98499976267271,289.35233778897845
labeled-data,IMG_9490,img5120.png,91.63745338755454,294.4958593245161,111.60641934905385,282.69601580181194,141.86242838162858,280.57809516953176,177.56451904006676,285.7216167050695
labeled-data,IMG_9490,img5559.png,91.03233320690305,289.9574579696299,116.4473807942658,279.065294717903,146.70338982684052,277.55249426627427,179.07731949169548,281.1832153501833
labeled-data,IMG_9490,img5695.png,98.29377537472098,281.1832153501833,120.68322205882629,270.5936121887821,150.3341109107495,268.17313146617613,181.49780021430146,271.1987323694336
labeled-data,IMG_9490,img5724.png,110.69873907807661,270.29105209845636,134.9035463041364,258.1886484854265,168.1851562399686,255.7681677628205,190.87716301439963,260.60912920803247
labeled-data,IMG_9490,img5983.png,130.66770503957594,264.84497047259293,153.35971181400697,251.22976640793428,191.17972310472535,250.92720631760855,222.64597249860304,253.34768704021457
labeled-data,IMG_9490,img6128.png,120.38066196850053,272.71153282106235,142.7701086526058,260.91168929835817,179.07731949169548,256.9784081241235,211.75380924687616,260.004009027381
labeled-data,IMG_9490,img6267.png,112.51409962003109,273.3166530017138,134.60098621381064,261.2142493886839,175.74915849811225,259.7014489370552,206.00516753068698,258.793768666078
labeled-data,IMG_9490,img6861.png,108.5808184457964,275.1320135436683,127.33954404599271,265.14753056291863,163.04163470443086,259.70144893705515,196.32324464026306,261.5168094790097
