scorer,,,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit
bodyparts,,,Snout,Snout,Spiracle,Spiracle,Pectoral Fin,Pectoral Fin,Tail,Tail
coords,,,x,y,x,y,x,y,x,y
labeled-data,IMG_9470,img038.png,483.7131042523306,687.3426481767813,401.2122141963702,625.2965242503977,277.80179188125584,600.0689793572528,284.6200472577815,523.022693602513
labeled-data,IMG_9470,img063.png,480.03206200944,681.8499242349056,405.0312528676578,615.7128470826069,275.48440071367037,595.25808095303,276.16622625132294,518.8936207359426
labeled-data,IMG_9470,img081.png,490.9412706118811,670.258890094812,416.6222870077514,617.076498157912,275.48440071367037,587.7580000388517,288.4390859290691,505.9389355205439
labeled-data,IMG_9470,img091.png,489.577619536576,673.6680177830749,420.0314146960143,615.7128470826069,293.8936902302896,595.25808095303,297.3028179185525,526.3937016501209
labeled-data,IMG_9470,img145.png,473.89563217056696,668.8952390195069,387.3037888886911,606.167289555471,267.30249426183957,585.712523425894,270.02979641244985,510.71171428411185
labeled-data,IMG_9470,img178.png,442.3343175521019,666.4892488181289,361.87890410909915,596.9430439775672,230.28657534215398,576.4882778479902,239.83213286928992,493.9873877920297
labeled-data,IMG_9470,img190.png,437.5615387885339,657.6255168286453,365.9698573350145,590.1247886010414,230.286575342154,586.7156609127786,240.5139584069425,487.85095795315664
labeled-data,IMG_9470,img281.png,451.87987507923776,656.2618657533402,370.74263609858247,594.2157418269568,239.83213286928992,574.4428012350324,250.741341471731,490.57826010376687
labeled-data,IMG_9470,img359.png,448.4707473909749,646.0344826885516,373.46993824919275,588.7611375257361,247.33221378346815,566.942720320854,262.33237561182455,484.44183026489367
labeled-data,IMG_9470,img367.png,456.65265384280576,646.0344826885516,371.42446163623504,586.0338353751259,241.19578394459506,547.8516052665824,266.42332883774,483.07817918958864
labeled-data,IMG_9470,img377.png,447.7889218533224,640.5798783873314,370.0608105609299,580.5792310739056,240.5139584069425,572.3973246220747,266.42332883774,474.8962727377579
labeled-data,IMG_9470,img445.png,447.78892185332245,641.9435294626362,370.0608105609299,583.3065332245156,239.83213286928992,567.6245458585066,261.650550074172,487.1691324155039
labeled-data,IMG_9470,img487.png,449.1525729286276,643.3071805379413,375.51541486215046,582.6247076868631,239.83213286928992,568.3063713961592,256.87777131060403,476.25992381306287
labeled-data,IMG_9470,img582.png,441.6524920144493,640.5798783873312,376.19724039980304,583.9883587621684,234.3775285680694,568.988196933812,256.8777713106041,474.89627273775795
labeled-data,IMG_9470,img604.png,446.4252707780173,634.4434485484583,373.46993824919275,575.1246267726851,229.60474980450147,580.5792310739056,255.51412023529895,472.85079612480024
labeled-data,IMG_9470,img646.png,454.6071772298481,629.6706697848904,383.01549577632875,566.9427203208543,253.46864362234123,557.3971627937184,261.65055007417203,462.6234130600118
labeled-data,IMG_9470,img724.png,455.2890027675007,637.8525762367211,383.01549577632875,574.4428012350324,245.28673717051046,556.0335117184133,257.55959684825666,468.0780173612323
labeled-data,IMG_9470,img772.png,453.24352615454296,632.3979719355005,381.6518447010236,568.988196933812,250.05951593407843,551.9425584924978,250.05951593407843,453.07785553287584
labeled-data,IMG_9470,img825.png,445.74344524036474,629.6706697848904,372.78811271154024,568.3063713961594,239.15030733163735,563.5335926325914,245.28673717051046,465.350715210622
labeled-data,IMG_9470,img863.png,433.47058556261857,637.1707506990685,362.5607296467517,577.8519289232953,230.96840087980658,561.4881160196337,233.01387749276427,466.03254074827447
