scorer,,,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit
bodyparts,,,Snout,Snout,Spiracle,Spiracle,Pectoral Fin,Pectoral Fin,Tail,Tail
coords,,,x,y,x,y,x,y,x,y
labeled-data,IMG_9474,img025.png,510.32001398791294,535.49915496373,432.1499712676647,471.61825983750566,291.7801096087243,453.9669598684175,291.7801096087243,368.23207430427425
labeled-data,IMG_9474,img037.png,505.2767854253163,543.0639978076252,422.9040522362375,481.7047169626992,283.37472867106317,474.1398741188042,288.41795723365976,384.20229808583036
labeled-data,IMG_9474,img087.png,506.9578616128485,586.771978683463,426.2662046113019,522.0505454634724,282.534190577297,506.92085977568246,291.7801096087243,427.06974086790194
labeled-data,IMG_9474,img111.png,501.07409495648574,590.9746691522935,419.541899861173,530.4559264011335,282.534190577297,523.7316216510046,278.33150010846646,429.59135514920024
labeled-data,IMG_9474,img171.png,500.23355686271964,622.0745786216395,427.106742705068,556.512607307883,285.05580485859537,543.9045359013912,289.2584953274259,461.53180271231236
labeled-data,IMG_9474,img206.png,514.5227044567434,639.7258785907278,437.1931998302613,576.6855215582696,289.2584953274259,563.2369120580117,296.82333817132087,479.1831026814008
labeled-data,IMG_9474,img226.png,512.0010901754451,643.0880309657923,428.78781889260017,579.2071358395679,293.4611857962565,569.9612168081406,282.534190577297,469.0966455562074
labeled-data,IMG_9474,img270.png,490.98763783129243,630.4799595593006,418.70136176740687,573.3233691832052,280.01257629599866,547.2666882764556,276.65042392093426,466.57503127490907
labeled-data,IMG_9474,img281.png,491.82817592505853,631.3204976530667,417.86082367364077,570.8017549019067,275.80988582716816,560.7152977767134,276.65042392093426,466.57503127490907
labeled-data,IMG_9474,img399.png,509.47947589414684,626.2772690904701,423.7445903300036,561.5558358704795,281.6936524835309,545.5856120889234,281.6936524835309,450.604807493353
labeled-data,IMG_9474,img433.png,501.91463305025184,626.2772690904701,424.5851284237697,563.2369120580117,276.6504239209342,546.4261501826894,280.01257629599866,458.1696503372479
labeled-data,IMG_9474,img490.png,493.5092521125907,631.3204976530666,418.7013617674068,567.4396025268422,275.80988582716805,550.62884065152,277.4909620147003,463.21287889984455
labeled-data,IMG_9474,img628.png,521.2470092068723,641.4069547782601,443.0769664866241,580.8882120271,286.73688104612756,577.5260596520357,303.5476429214498,482.5452550564652
labeled-data,IMG_9474,img647.png,527.1307758632352,638.8853404969617,446.43911886168854,582.5692882146324,285.89634295236146,572.4828310894391,309.43140957781253,481.7047169626991
labeled-data,IMG_9474,img676.png,521.2470092068723,628.7988833717684,433.8310474551969,567.4396025268424,283.3747286710631,551.4693787452862,289.25849532742586,457.32911224348186
labeled-data,IMG_9474,img698.png,514.5227044567434,615.3502738715106,424.5851284237697,555.6720692141168,285.89634295236146,527.9343121198351,286.73688104612756,447.24265511828855
labeled-data,IMG_9474,img764.png,520.4064711131062,622.9151167154057,438.0337379240274,562.3963739642456,301.02602864015137,544.7450739951573,291.7801096087242,445.5615789307563
labeled-data,IMG_9474,img816.png,529.6523901445335,620.3935024341072,445.5985807679224,560.7152977767134,287.57741913989366,541.3829216200928,304.3881810152159,457.32911224348186
labeled-data,IMG_9474,img848.png,522.9280853944045,622.9151167154055,437.1931998302613,564.9179882455439,296.82333817132087,550.62884065152,301.8665667339175,459.85072652478016
labeled-data,IMG_9474,img889.png,522.9280853944045,614.5097357777445,438.8742760177935,556.5126073078828,293.46118579625636,534.6586168699639,301.8665667339175,451.44534558711905
