scorer,,,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit
bodyparts,,,Snout,Snout,Spiracle,Spiracle,Pectoral Fin,Pectoral Fin,Tail,Tail
coords,,,x,y,x,y,x,y,x,y
labeled-data,IMG_9485,img003.png,,,,,319.3802352594603,640.1694389153555,201.70490213220484,646.8937436654844
labeled-data,IMG_9485,img057.png,459.7500969184007,532.5805629132934,416.04211604256295,576.288543789131,340.393687603613,632.6045960714605,188.25629263194705,646.8937436654844
labeled-data,IMG_9485,img110.png,453.02579216827183,532.5805629132936,407.63673510490185,574.6074676015991,312.65593050933137,642.691053196654,173.1266069441571,652.7775103218473
labeled-data,IMG_9485,img122.png,459.7500969184007,545.1886343197853,415.20157794879685,580.4912342579619,294.16409244647696,643.5315912904201,183.2130640693504,651.096434134315
labeled-data,IMG_9485,img178.png,453.86633026203793,545.1886343197853,413.52050176126465,583.0128485392603,307.6127019467348,649.4153579467829,195.82113547584206,658.66127697821
labeled-data,IMG_9485,img216.png,460.5906350121668,547.7102486010833,413.52050176126465,592.2587675706872,335.3504590410163,649.4153579467827,204.2265164135031,660.3423531657421
labeled-data,IMG_9485,img226.png,453.8663302620379,546.0291724135512,418.56373032386125,592.2587675706873,323.5829257282908,655.2991246031456,212.63189735116424,661.1828912595083
labeled-data,IMG_9485,img289.png,461.4311731059329,556.1156295387445,410.99888747996624,593.0993056644534,327.7856161971213,661.1828912595083,211.79135925739814,662.8639674470405
labeled-data,IMG_9485,img305.png,463.1122492934651,557.7967057262767,419.40426841762735,596.4614580395178,305.09108766543636,663.7045055408066,191.61844500701147,669.5882721971693
labeled-data,IMG_9485,img362.png,453.0257921682718,552.75347716368,402.59350654230514,592.2587675706873,310.97485432179917,653.6180484156133,212.63189735116424,664.5450436345727
labeled-data,IMG_9485,img508.png,455.5474064495701,554.4345533512123,405.11512082360343,596.4614580395178,,,,
labeled-data,IMG_9485,img544.png,458.0690207308685,558.6372438200428,408.47727319866794,598.1425342270501,309.2937781342669,665.3855817283388,203.38597831973703,671.2693483847016
labeled-data,IMG_9485,img904.png,452.1852540745057,555.2750914449784,405.11512082360343,594.7803818519856,298.36678291530745,655.2991246031456,203.38597831973703,666.226119822105
