scorer,,,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit
bodyparts,,,Snout,Snout,Spiracle,Spiracle,Pectoral Fin,Pectoral Fin,Tail,Tail
coords,,,x,y,x,y,x,y,x,y
labeled-data,IMG_9491,img0026.png,,,264.30726222427916,486.8315488729357,330.444339376578,446.60384215143426,447.0365063151667,390.69414806392376
labeled-data,IMG_9491,img0095.png,238.39789179348168,549.5594983369717,281.35290066559327,501.8317107012921,344.0808501296293,468.4222593563164,449.76380846577695,431.60368032307775
labeled-data,IMG_9491,img0174.png,250.67075147122785,558.4232303264554,292.9439348056869,510.0136171531232,362.49013964624856,468.42225935631654,458.6275404552603,445.2401910761293
labeled-data,IMG_9491,img0342.png,246.57979824531242,550.9231494122771,291.5802837303818,509.33179161547065,361.1264885709435,473.87686365753734,459.99119153056546,441.1492378502142
labeled-data,IMG_9491,img0372.png,243.17067055704962,555.0141026381925,290.21663265507664,505.92266392720785,357.03553534502805,473.19503811988477,460.67301706821803,438.421935699604
labeled-data,IMG_9491,img0651.png,239.0797173311342,552.2868004875822,,,,,461.6727495863755,470.14984189082674
labeled-data,IMG_9491,img0786.png,250.20180329295914,524.8522907002972,,,,,477.29437665543026,442.43874782351224
labeled-data,IMG_9491,img0819.png,251.1101783609192,529.2283247219827,,,,,486.9018495834091,448.05720616360344
labeled-data,IMG_9491,img0831.png,252.39528168883618,533.2317614838021,306.5972714380535,500.04686980060785,,,480.75381317216,452.10963828641565
labeled-data,IMG_9491,img0875.png,262.5514022861933,548.5708845996382,302.7791090076947,510.3886544910945,,,509.97500366866495,446.69459364779925
labeled-data,IMG_9491,img0913.png,265.5389055770148,550.0714501048068,303.72113568555847,514.6165221468733,,,466.9926479857734,483.114342909817
labeled-data,IMG_9491,img1103.png,237.89926733451136,589.4791267836172,286.9907060454961,554.7060243633363,,,466.4696775811625,540.6053989513398
labeled-data,IMG_9491,img1121.png,206.04902789600624,652.1838132791748,274.2315816612628,633.0926982249028,,,459.6881279027606,614.6834087082834
labeled-data,IMG_9491,img1141.png,174.68505316398821,686.9569156994557,244.2312580045499,671.2749283334466,,,416.0512934929964,660.3657197310055
labeled-data,IMG_9491,img1211.png,195.13981929356515,651.5019877415223,251.7313389187281,622.1834896224618,342.4141354265193,609.9106299447157,437.8697106978785,618.774361934199
labeled-data,IMG_9491,img1277.png,,,258.54959429525377,619.4561874718515,338.3231822006039,612.6379320953259,356.0506461795706,648.0928600532593
labeled-data,IMG_9491,img1294.png,,,,,299.4591265544077,628.319919461335,323.32302037224747,642.6382557520388
labeled-data,IMG_9491,img1378.png,320.59571822163724,466.72726703767694,311.05016069450136,494.6821140814321,319.2320671463321,534.9098208029335,261.95872198351657,574.4557019867823
labeled-data,IMG_9491,img1412.png,,,,,338.6045018549107,501.3560837228786,258.96076181524444,531.7755677658068
