scorer,,,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit
bodyparts,,,Snout,Snout,Spiracle,Spiracle,Pectoral Fin,Pectoral Fin,Tail,Tail
coords,,,x,y,x,y,x,y,x,y
labeled-data,IMG_9486,img004.png,,,,,317.1303147415961,495.9742090649728,208.55163558594134,494.69681283961216
labeled-data,IMG_9486,img023.png,,,393.7740882632348,488.30983171280894,272.42144685397363,550.9022467554805,160.01057902223687,558.5666241076443
labeled-data,IMG_9486,img044.png,,,395.05148448859546,548.3474543047593,253.26050347356392,608.3850768967095,175.3393337265646,619.8816429249553
labeled-data,IMG_9486,img059.png,,,416.76722031972645,573.8953788119721,318.4077109669568,646.7069636575288,199.60986200841685,644.1521712068076
labeled-data,IMG_9486,img125.png,514.2341813187979,552.6977102384842,474.77629574648256,592.1405726773099,341.42175011460785,661.4545299776145,229.01088228287117,666.5641148790571
labeled-data,IMG_9486,img153.png,518.3873422343468,512.049555888866,457.26044401603394,553.6535516623421,329.8295391999203,627.4523635256718,226.3604449457081,632.5619484271144
labeled-data,IMG_9486,img197.png,457.5189809381477,365.7965086852897,,,,,163.6175777773866,456.4762048117902
labeled-data,IMG_9486,img209.png,461.7654558475592,306.19119658617757,398.35568084587055,349.82803099594173,279.7180372943242,418.69241029885086,123.56887673237078,385.75305840010077
labeled-data,IMG_9486,img231.png,449.2752757239015,222.49817303019495,402.22931362587445,275.68056496709505,290.7244332939207,347.73279285425804,164.47707703323263,338.0485812170259
labeled-data,IMG_9486,img254.png,457.173666050604,201.96898110178861,,,324.36864723555857,316.2821618539797,180.1259621310935,312.53528279310945
labeled-data,IMG_9486,img276.png,422.45899024311734,279.39198302212884,416.928174962585,323.6385052663879,300.96312952496714,394.4363393151032,165.63915235055538,385.4763034087241
