scorer,,,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit
bodyparts,,,Snout,Snout,Spiracle,Spiracle,Pectoral Fin,Pectoral Fin,Tail,Tail
coords,,,x,y,x,y,x,y,x,y
labeled-data,IMG_9469,img000.png,321.01454120537846,392.2034828556165,235.83998588517983,339.6607376905589,121.35210957815954,317.5374765684293,151.77159362108762,231.8098397201774
labeled-data,IMG_9469,img035.png,339.2662316311353,458.5732662220051,270.1310406244806,395.52197202393586,162.83322418215238,362.3370803407416,174.44793627127038,268.3132205716911
labeled-data,IMG_9469,img082.png,344.2439653836145,483.46193498440056,275.1087743769598,413.2205809216394,180.53183307985603,398.8404611922553,188.8280560006546,302.60427531099185
labeled-data,IMG_9469,img114.png,359.73024816910515,459.67942927811146,295.01970938687634,388.88499368729697,199.88968656171937,359.01859117242213,196.57119739339993,288.7772371096609
labeled-data,IMG_9469,img128.png,385.7250799876074,455.25477705368553,313.27139981263315,383.90725993481783,197.6773604495064,357.35934658826244,203.2081757300388,290.9895632218739
labeled-data,IMG_9469,img158.png,414.5758813712764,456.9470506395514,340.6085291198587,387.18238885696405,227.1358864614338,365.32839841904524,229.6575007427321,285.4772795112648
labeled-data,IMG_9469,img171.png,417.9380337463408,455.265974452019,345.6517576824553,385.50131266943185,230.4980388364982,361.9662460439808,243.10611024298987,295.5637366364581
labeled-data,IMG_9469,img193.png,437.2704099029613,461.1497411083818,355.73821480764866,393.90669360709296,234.70072930532876,365.32839841904524,235.5412673990949,289.6799699800953
labeled-data,IMG_9469,img218.png,450.71901940321914,464.5118934834463,375.9111290580353,407.3553031073508,242.2655721492238,373.73377935670635,254.03310546194933,304.8096556678853
labeled-data,IMG_9469,img246.png,469.21085746607355,512.4225648281146,391.0408147458253,457.78758873331736,275.8870958998682,427.5282173577374,274.206019712336,353.5608651063197
labeled-data,IMG_9469,img285.png,530.5701383109996,615.808750361346,453.24063368451743,556.1305457039523,332.2031481821976,531.7549409847351,335.56530055726205,454.4254363582529
labeled-data,IMG_9469,img292.png,529.9852293219977,635.8414738848778,455.66624571786804,575.840826571452,329.5285212521435,556.7497115171802,332.2558234027537,466.7487405470416
labeled-data,IMG_9469,img317.png,558.6219019034055,649.4779846379291,480.2119650733604,590.1591628621561,356.8015427582461,564.2497924313585,354.7560661452884,485.158030063661
labeled-data,IMG_9469,img344.png,540.8944379244388,677.4328316816844,462.48450109439375,622.2049631318267,337.71042770397423,594.931941625724,336.3467766286691,509.7037494191533
labeled-data,IMG_9469,img373.png,502.7122078158951,684.9329125958627,423.62044544819753,624.2504397447843,294.75541883186264,600.3865459269445,301.5736742083883,519.2493069462892
labeled-data,IMG_9469,img502.png,490.4393481381489,694.4784701229984,408.620283619841,628.3413929706995,277.7097803905485,614.0230566799958,277.0279548528959,523.3402601722046
labeled-data,IMG_9469,img536.png,491.1211736758015,689.0238658217779,407.25663254453593,634.4778228095727,283.84621022942156,607.20480130347,278.39160592820105,528.794864473425
labeled-data,IMG_9469,img666.png,476.12101184744506,691.7511679723882,408.6202836198411,632.4323461966151,274.3006527022856,610.613928991733,283.84621022942156,530.8403410863828
labeled-data,IMG_9469,img723.png,492.48482475110654,691.0693424347359,414.7567134587141,633.1141717342678,286.57351238003184,597.6592437763343,285.2098613047267,521.2947835592469
labeled-data,IMG_9469,img888.png,464.460692509759,705.8720975083588,394.9929764132573,642.1749482117041,268.94588357347897,610.462844542609,266.9004069605213,534.7802098631743
