scorer,,,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit
bodyparts,,,Snout,Snout,Spiracle,Spiracle,Pectoral Fin,Pectoral Fin,Tail,Tail
coords,,,x,y,x,y,x,y,x,y
labeled-data,IMG_9497,img001.png,363.36312016645047,442.16150695748956,378.2963214238879,464.2847680796191,392.1233596252188,506.3189642116652,385.68991860093433,561.8162920995392
labeled-data,IMG_9497,img012.png,364.695938577902,95.3131982507015,398.89037436193644,150.23153450990839,453.8087106211433,278.71971745597733,419.61427483710884,379.2306347605635
labeled-data,IMG_9497,img013.png,356.406378387833,104.6389534645291,393.70939924314337,182.35358024642562,452.7725155973847,291.15405774108063,418.5780798133502,396.8459501644599
labeled-data,IMG_9497,img025.png,301.48804212862615,141.94197431983937,353.29779331655715,221.7289911492531,410.2885196232813,316.0227383112875,378.16647388676404,454.8728714949426
labeled-data,IMG_9497,img038.png,276.61936155841926,159.5572897237359,326.35672269883304,244.52528167194276,376.0940838392468,324.31229850135645,348.1168181977641,422.7508257584254
labeled-data,IMG_9497,img054.png,265.2212162970744,196.86031057904623,319.1033575325227,261.1044020520807,365.7321336016606,361.6153193566668,359.51496345910886,460.0538466137357
labeled-data,IMG_9497,img058.png,275.5831665346606,193.7517255077703,335.6824779126606,268.3577672183909,367.80452364917784,367.8324894992184,351.2254032690399,462.1262366612528
labeled-data,IMG_9497,img072.png,272.47458146338477,189.60694541273583,330.5015027938675,262.1405970758392,388.52842412435024,354.36195419035636,358.4787684353502,438.29375111480454
labeled-data,IMG_9497,img074.png,292.1622869147985,193.7517255077703,338.79106298393646,253.85103688577024,397.8541793381778,355.39814921411494,365.7321336016606,450.7280913999082
labeled-data,IMG_9497,img081.png,306.6690172474192,202.04128569783938,348.116818197764,247.63386674321868,393.70939924314337,354.3619541903565,375.0578888154882,421.7146307346666
labeled-data,IMG_9497,img096.png,311.8499923662123,189.60694541273583,,,398.89037436193644,353.3257591665977,379.2026689105227,440.3661411623218
labeled-data,IMG_9497,img104.png,328.4478596106902,196.4038224654335,369.35739186984415,256.40446977885927,,,383.69120906264806,426.7764687101906
labeled-data,IMG_9497,img110.png,331.73629764518205,186.5222887877821,370.529227874223,242.26689959814817,413.39667065629465,333.0450137248881,391.0417830781325,412.4182478135118
labeled-data,IMG_9497,img125.png,354.05810695242366,177.06758155900093,381.7958640467053,235.90524812262868,431.3876115789058,343.49412412469076,411.21469732851915,454.44515250181735
labeled-data,IMG_9497,img132.png,368.5123247210382,211.24391797817862,399.06054566961217,267.1143981801747,441.3337290040712,352.34259038674537,407.61917366104063,414.9799837575883
labeled-data,IMG_9497,img140.png,341.21666425351793,214.93191744125403,371.4760356290979,258.63989831709176,419.3867069737662,348.57747435006553,398.3732546296134,433.4718218204427
labeled-data,IMG_9497,img143.png,347.9409690036468,198.12115556593184,383.2435689418234,243.5102126293018,428.6326260051934,328.4045600996789,393.3300260670168,393.9665314134355
labeled-data,IMG_9497,img150.png,,,,,440.649200279157,335.4022487874552,406.34583166811063,428.99019609516546
