scorer,,,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit,Rohan Pandit
bodyparts,,,Snout,Snout,Spiracle,Spiracle,Pectoral Fin,Pectoral Fin,Tail,Tail
coords,,,x,y,x,y,x,y,x,y
labeled-data,IMG_9472,img045.png,444.6187182522724,598.3058553343196,373.17298028215305,534.4249602080952,228.60042815438206,515.0925840514747,237.84634718580926,430.19823658109755
labeled-data,IMG_9472,img157.png,460.5889420338285,599.1463934280857,374.85405646968525,541.1492649582241,241.20849956087372,515.0925840514747,245.41119002970427,433.560388956162
labeled-data,IMG_9472,img195.png,457.226789658764,605.0301600844484,374.01351837591915,533.5844221143291,243.73011384217205,527.7006554579664,242.04903765463982,434.4009270499281
labeled-data,IMG_9472,img251.png,454.7051753774657,608.3923124595129,372.33244218838695,543.6708792395225,234.48419481074484,529.3817316454986,240.3679614671076,448.69007464395196
labeled-data,IMG_9472,img325.png,459.7484039400624,612.5950029283434,383.25943740734635,549.5546458958852,242.04903765463982,540.308726864458,244.57065193593814,443.6468460813553
labeled-data,IMG_9472,img340.png,466.4727086901912,615.957155303408,377.37567075098355,549.5546458958852,239.5274233733415,531.0628078330308,244.57065193593814,447.84953655018586
labeled-data,IMG_9472,img374.png,457.226789658764,619.3193076784723,386.62158978241075,551.2357220834174,246.25172812347037,537.7871125831597,247.09226621723647,455.41437939408087
labeled-data,IMG_9472,img404.png,465.6321705964251,615.1166172096418,392.50535643877356,549.5546458958852,259.70033762372816,529.3817316454986,255.49764715489758,439.44415561252475
labeled-data,IMG_9472,img498.png,473.1970134403201,615.9571553034076,401.75127547020077,549.554645895885,265.5841042800909,531.0628078330307,263.9030280925587,450.37115083148404
labeled-data,IMG_9472,img544.png,475.7186277216184,614.2760791158754,400.0701992826685,551.2357220834172,259.70033762372816,535.2654983018613,259.70033762372816,447.0089984564196
labeled-data,IMG_9472,img599.png,479.0807800966829,615.1166172096415,401.75127547020077,552.0762601771833,258.859799529962,536.1060363956274,268.94625665515537,446.1684603626535
labeled-data,IMG_9472,img679.png,484.9645467530457,611.7544648345771,410.1566564078619,543.6708792395223,258.859799529962,537.7871125831596,266.424642373857,440.28469370629074
labeled-data,IMG_9472,img722.png,468.99432297148957,606.7112362719804,400.0701992826685,547.0330316145867,267.2651804676231,524.3385030829018,258.859799529962,436.9225413312263
labeled-data,IMG_9472,img753.png,440.4160277834418,557.1194887397802,360.56490887566133,496.60074598862025,223.55719959178538,480.6305222070642,228.2270119405918,390.037832722474
labeled-data,IMG_9472,img763.png,436.5289623443582,540.98832941134,355.83730534281165,474.58582000381733,228.07551509036287,458.61559622226133,211.26475321504066,362.79425353292476
labeled-data,IMG_9472,img811.png,424.7614290316327,525.85864372355,354.15622915527945,461.9777485973257,213.78636749633895,452.7318295658986,216.3079817776373,356.910486876562
labeled-data,IMG_9472,img836.png,433.1668099692938,530.0613341923805,352.47515296774714,466.1804390661563,217.9890579651695,458.61559622226116,231.4376674654273,366.15640590798955
labeled-data,IMG_9472,img866.png,434.0073480630599,536.7856389425102,353.3156910615133,472.0642057225196,223.87282462153223,452.7318295658987,212.94582940257283,358.59156306409426
labeled-data,IMG_9472,img878.png,421.39927665656813,545.1910198801709,344.069772030086,474.5858200038176,212.94582940257283,456.9345200347293,201.1782960898473,361.1131773453927
labeled-data,IMG_9472,img888.png,425.6019671253987,547.7126341614692,341.54815774878773,481.3101247539467,192.77291515218621,455.25344384719716,179.50937045442635,350.9892452443169
